 Obs_ID ,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33, default 
" 4,355.00 "," 28,121.15 ", 49.86 ," 11,248.48 ", 0.09 , 0.11 , 0.44 , 0.86 , 0.53 , 1.06 , 0.73 , 0.26 , 1.30 , 0.50 , (487.55), 1.46 ," (2,668.06)", (0.04), 86.06 , 0.93 , 0.58 , -   , 0.31 , 0.28 , -   , 3.26 , 0.41 , 1.58 , 1.95 , 1.83 , 158.61 , 173.62 , 3.99 , 0.00 , -   
" 4,356.00 "," 384,939.62 "," 160,271.28 "," 300,594.10 ", 0.19 , 0.16 , 1.01 , 1.81 , 0.54 , 1.41 , 1.20 , 0.47 , 1.17 , 1.42 ," 53,664.05 ", 9.34 ," 53,506.47 ", 0.22 , 2.24 , 64.22 , 0.59 , -   , 0.06 , -   , -   , (0.22), 8.13 , 17.44 , 15.67 , 14.96 , 158.61 , 223.84 , 7.81 , -   , -   
" 4,357.00 "," 37,141.22 "," 33,366.78 "," 9,958.47 ", (1.37), 0.07 , 1.05 , 1.33 , 0.86 , 1.25 , 0.93 , (0.64), 0.75 , 0.85 , (819.25), (8.58)," 2,274.72 ", 0.30 , 1.22 , 35.69 , 0.36 , 22.10 , 0.00 , -   , -   , (4.38), 1.52 , 2.21 , 2.56 , 2.24 , 0.01 , 3.53 , (0.40), 0.00 , 1.00 
" 4,358.00 "," 40,222.60 "," 9,513.77 "," 16,454.70 ", 0.10 , (0.08), 0.54 , 0.69 , 0.74 , 0.73 , 0.54 , 0.34 , 1.34 , 0.63 ," 1,647.59 ", (1.03), 630.19 , (0.06), 10.84 , 20.54 , 0.52 , -   , -   , -   , -   , 0.78 , (0.84), 0.16 , 0.25 , 0.23 , 0.16 , 1.51 , 0.60 , 0.01 , -   
" 4,360.00 "," 35,219.92 "," 44,803.19 "," 89,899.27 ", (0.01), 0.04 , 0.98 , 1.93 , 0.94 , 1.94 , 1.35 , (0.09), 1.36 , 1.45 ," 28,184.54 ", 5.90 ," 39,824.69 ", 0.30 , 5.97 , 246.25 , 2.10 , 190.48 , 0.10 , -   , -   , (3.19), 4.50 , 0.26 , 0.26 , 0.24 , 6.07 , 8.80 , 0.54 , 0.00 , -   
" 4,361.00 "," 10,436.86 "," 1,384.77 "," 10,230.35 ", 0.00 , 0.25 , 1.63 , 1.13 , 0.41 , 1.28 , 1.62 , 0.01 , 0.96 , 1.53 ," (8,913.97)", 12.08 , (518.61), 0.10 , 1.17 , 4.11 , 1.39 , 27.60 , 0.19 , 0.05 , -   , -   , 4.82 , 1.09 , 2.24 , 2.24 , 8.85 , 8.36 , 2.21 , 0.02 , -   
" 4,362.00 "," 33,752.26 "," 34,625.93 "," 37,757.17 ", (0.11), 0.19 , 2.95 , 2.90 , 0.82 , 4.28 , 3.58 , (0.26), 6.87 , 3.30 ," 24,245.51 ", 6.66 ," 22,736.34 ", 0.56 , 0.93 , 2.59 , 1.23 , -   , 0.04 , 0.07 , -   , (1.14), 3.16 , 91.00 , 68.97 , 80.36 , 2.48 , 10.64 , 1.24 , 0.01 , -   
" 4,363.00 "," 88,388.85 "," 14,614.90 "," 94,238.17 ", 0.03 , 0.02 , 0.45 , 0.76 , 0.33 , 0.91 , 0.63 , 0.25 , 1.21 , 0.46 ," 3,544.43 ", 4.11 ," (2,448.08)", (0.08), 3.86 , 17.33 , 0.89 , -   , 0.02 , -   , (0.54), 1.01 , 1.19 , 0.22 , 0.38 , 0.36 , 0.34 , (0.32), (1.34), 0.00 , -   
" 4,365.00 "," 48,713.79 "," 5,207.84 "," 34,321.86 ", (0.08), 0.01 , 0.49 , 0.69 , 0.40 , 0.85 , 0.74 , (0.15), 0.67 , 0.68 ," (1,900.71)", 2.27 ," (15,384.28)", (0.31), 15.28 , 5.97 , 0.70 , -   , 0.38 , 0.09 , 0.01 , -   , (0.84), 0.17 , 0.32 , 0.26 , (3.42), (3.77), 0.03 , 0.02 , -   
" 4,367.00 "," 8,161.94 "," 5,802.02 "," 11,101.98 ", 0.02 , 0.13 , 2.18 , 2.56 , 0.75 , 1.62 , 1.58 , 0.02 , 5.16 , 1.72 ," 41,408.62 ", 33.50 ," 14,838.40 ", 0.26 , 2.19 , 39.97 , 1.49 , -   , -   , 0.08 , -   , -   , 0.62 , 53.02 , 13.94 , 11.10 , 5.52 , 4.86 , 0.81 , -   , -   
" 4,368.00 "," 66,722.82 "," 105,819.34 "," 70,226.51 ", 0.02 , 0.05 , 0.61 , 1.61 , 0.58 , 1.72 , 0.76 , 0.10 , 1.84 , 0.72 ," 23,533.21 ", 2.96 ," 16,098.65 ", 0.34 , 5.66 , 9.91 , 0.93 , 70.95 , 0.09 , -   , 1.10 , 0.88 , 2.64 , 1.16 , 1.34 , 1.36 , 26.68 , 16.45 , 3.28 , 0.00 , -   
" 4,369.00 "," 98,911.37 "," 17,703.33 "," 227,267.80 ", (0.10), 0.15 , 0.41 , 0.71 , 0.77 , 0.84 , 0.62 , (0.24), 0.86 , 0.41 ," 4,407.35 ", 3.38 ," 1,172.44 ", 0.04 , 17.43 , 12.60 , 2.43 , 162.04 , 0.37 , -   , -   , (4.34), 41.60 , 0.12 , 0.08 , 0.08 , (0.29), 1.53 , (0.40), 0.01 , -   
" 4,371.00 "," 30,916.52 "," 6,658.47 "," 37,758.68 ", 0.09 , (0.08), 0.89 , 1.46 , 0.85 , 1.68 , 1.03 , 0.08 , 1.81 , 1.00 ," 6,817.01 ", (2.92)," 1,906.72 ", 0.35 , 8.91 , 2.68 , 0.81 , -   , 0.26 , 0.52 , 1.46 , -   , (0.84), 0.10 , 0.05 , 0.01 , (7.09), (20.06), 0.03 , 0.07 , -   
" 4,372.00 "," 66,289.32 "," 15,109.60 "," 188,927.81 ", 0.22 , 0.16 , 0.72 , 1.41 , 0.93 , 1.60 , 1.04 , 0.58 , 1.06 , 0.85 ," 15,867.38 ", 4.09 ," 17,104.66 ", 0.46 , 67.18 , 10.97 , 1.75 , -   , 0.57 , 0.52 , 3.61 , 5.38 , 3.77 , 0.67 , 0.58 , 0.53 , 2.44 , 9.19 , 0.97 , 0.05 , -   
" 4,373.00 "," 286,058.08 "," 6,122.84 "," 90,880.22 ", 0.25 , 0.03 , 0.43 , 0.46 , 0.19 , 0.79 , 0.49 , 0.40 , 0.99 , 0.48 ," 8,810.74 ", (0.40), 485.42 , (0.31), 105.76 , 0.55 , 0.40 , -   , 0.47 , 0.46 , 1.25 , 4.14 , 1.15 , 0.23 , 0.88 , 0.89 , 1.53 , 11.05 , 1.22 , 0.07 , -   
" 4,374.00 "," 29,188.64 "," 8,410.20 "," 38,858.69 ", 0.02 , 0.12 , 0.74 , 1.03 , 0.59 , 1.14 , 0.79 , (0.08), 1.04 , 0.72 ," (8,913.97)", (0.05)," (18,243.22)", 0.14 , 5.86 , 16.09 , 1.35 , 75.55 , 0.00 , -   , 0.57 , -   , 10.81 , 22.21 , 52.25 , 38.27 , 8.81 , 6.04 , 3.77 , 0.02 , -   
" 4,375.00 "," 43,173.45 "," 10,049.60 "," 50,193.34 ", 0.40 , 0.06 , 1.06 , 1.47 , 0.42 , 1.36 , 1.04 , 0.63 , 1.55 , 1.02 ," 2,790.08 ", (3.14)," (2,508.19)", 0.18 , 13.71 , 24.53 , 1.07 , -   , 0.14 , 0.11 , -   , 5.23 , 3.55 , 9.00 , 10.67 , 9.48 , 11.78 , 6.44 , 1.64 , 0.01 , -   
" 4,377.00 "," 35,498.17 ", 32.43 ," 144,968.34 ", (0.08), 0.08 , 0.13 , 0.34 , 0.74 , 0.48 , 0.25 , (0.64), 0.67 , 0.19 ," (8,913.97)", (0.67)," (18,243.22)", (0.31), 188.03 , 19.97 , 3.08 , 24.88 , 0.57 , 0.01 , -   , (0.35), 7.88 , 0.10 , 0.09 , 0.07 , (9.49), (20.06), (1.70), 0.02 , -   
" 4,378.00 "," 21,545.81 "," 33,143.09 "," 16,704.11 ", (0.06), 0.07 , 0.89 , 1.68 , 0.67 , 1.76 , 1.07 , (0.16), 3.23 , 1.00 ," 5,430.64 ", 1.69 ," 1,751.26 ", 0.22 , 42.69 , 3.66 , 0.62 , -   , 0.00 , 0.20 , (0.54), (0.69), 0.28 , 18.51 , 25.61 , 30.20 , (3.09), (18.54), (1.70), 0.00 , -   
" 4,380.00 "," 27,265.31 "," 9,193.68 "," 24,305.22 ", 0.10 , 0.01 , 1.38 , 4.22 , 0.95 , 4.61 , 1.68 , 0.34 , 3.03 , 1.39 ," 28,668.98 ", 4.57 ," 39,998.61 ", 0.64 , 7.71 , 79.65 , 1.10 , 51.25 , 0.09 , -   , -   , -   , (0.84), 0.12 , 0.16 , 0.17 , 1.33 , 1.60 , (0.23), 0.03 , -   
" 4,381.00 "," 31,449.17 "," 8,120.87 "," 29,620.34 ", (0.25), (0.03), 0.72 , 0.96 , 0.88 , 0.95 , 0.84 , (0.64), 1.36 , 0.92 ," 5,409.06 ", 1.22 ," 1,468.91 ", 0.05 , 20.85 , 74.50 , 1.19 , 68.26 , 0.32 , -   , -   , (4.38), 0.80 , (0.54), (0.25), (0.25), 7.61 , 5.30 , 0.48 , 0.01 , -   
" 4,382.00 "," 17,266.00 "," 7,474.47 "," 18,026.51 ", (0.21), 0.05 , 0.97 , 1.72 , 0.71 , 1.91 , 1.20 , (0.43), 1.64 , 0.99 ," 7,568.87 ", 3.35 ," 7,164.82 ", 0.25 , 19.93 , 0.92 , 0.62 , 33.48 , 0.57 , 0.52 , 7.33 , 0.12 , (0.51), 0.19 , 0.38 , 0.36 , (9.49), (16.30), (0.07), 0.07 , -   
" 4,383.00 "," 7,625.08 ", 32.43 ," 85,291.25 ", 0.17 , 0.15 , 0.74 , 1.24 , 0.89 , 1.32 , 0.79 , 0.11 , 3.01 , 0.66 ," 3,517.20 ", 2.66 ," (1,382.02)", 0.15 , 96.03 , 42.68 , 3.08 , -   , 0.25 , -   , -   , -   , 3.22 , 1.83 , 1.98 , 1.90 , 3.14 , 3.07 , 0.30 , 0.01 , -   
" 4,385.00 "," 88,494.87 "," 18,519.93 "," 112,957.78 ", (0.16), 0.02 , 2.56 , 3.10 , 0.98 , 3.54 , 2.63 , (0.64), 7.01 , 3.44 ," 61,458.03 ", 11.89 ," 53,506.47 ", 0.66 , 2.40 , 20.50 , 1.72 , 139.18 , 0.12 , 0.15 , 0.84 , -   , 0.92 , (0.05), 0.18 , 0.16 , 2.25 , 5.65 , 0.17 , 0.00 , -   
" 4,386.00 "," 21,175.22 "," 8,115.10 "," 32,717.43 ", 0.00 , 0.11 , 0.39 , 1.04 , 0.82 , 1.32 , 0.58 , (0.07), 0.96 , 0.53 ," 1,499.74 ", (0.00)," 2,995.23 ", 0.11 , 7.47 , 10.59 , 1.29 , 1.04 , 0.22 , -   , -   , 0.24 , 19.92 , 1.86 , 3.46 , 3.03 , (0.38), (1.96), (0.23), 0.01 , 1.00 
" 4,387.00 "," 17,676.53 "," 86,465.57 "," 14,698.14 ", 0.19 , 0.04 , 1.93 , 4.22 , 0.98 , 3.64 , 1.60 , 0.39 , 3.70 , 1.54 ," 34,691.54 ", 22.54 ," 53,506.47 ", 0.66 , 4.20 , 27.37 , 0.74 , 22.95 , 0.01 , -   , (0.54), -   , 1.34 , 0.36 , 0.53 , 0.51 , 1.98 , 3.34 , 0.54 , 0.01 , -   
" 4,388.00 "," 28,894.78 "," 19,266.69 "," 21,845.09 ", 0.09 , 0.09 , 1.07 , 1.03 , 0.44 , 1.26 , 1.35 , 0.45 , 1.65 , 1.13 ," 4,054.87 ", 4.75 ," 2,376.45 ", 0.12 , 3.25 , 3.07 , 1.07 , -   , 0.00 , 0.20 , -   , -   , 1.02 , 21.54 , 64.23 , 63.58 , 2.27 , 3.03 , 3.33 , 0.04 , -   
" 4,389.00 "," 70,132.55 "," 12,558.14 "," 57,895.59 ", 0.00 , (0.08), 0.13 , 0.34 , 0.25 , 0.48 , 0.25 , (0.08), 0.67 , 0.19 ," (8,913.97)", 1.27 ," (18,243.22)", (0.31), 48.59 , 4.07 , 1.36 , 73.73 , 0.39 , 0.00 , -   , 0.39 , 0.05 , (0.54), (0.25), (0.25), (0.26), 1.07 , (0.80), 0.01 , -   
" 4,390.00 "," 384,939.62 "," 49,900.44 "," 248,270.23 ", 0.32 , 0.06 , 0.13 , 0.49 , 0.76 , 0.48 , 0.25 , 1.12 , 0.67 , 0.19 ," 6,199.41 ", 4.08 ," 4,060.00 ", (0.21), 188.03 , 9.24 , 0.65 , -   , 0.57 , -   , -   , 3.29 , 1.20 , 0.01 , 0.07 , 0.00 , 12.58 , 34.04 , 4.58 , 0.04 , -   
" 4,391.00 "," 384,939.62 "," 67,159.67 "," 69,244.55 ", (0.00), (0.08), 0.32 , 0.35 , 0.49 , 0.48 , 0.32 , (0.11), 0.67 , 0.24 ," 1,593.46 ", 3.19 , 617.72 , (0.31), 116.27 , 7.43 , 0.24 , 42.15 , 0.57 , 0.12 , -   , (1.24), (0.42), (0.54), 0.19 , 0.18 , 1.36 , 6.91 , 0.37 , 0.05 , -   
" 4,392.00 "," 43,156.73 "," 10,912.47 "," 19,065.65 ", (0.04), (0.00), 0.98 , 1.75 , 0.66 , 1.61 , 1.22 , 0.05 , 1.95 , 1.33 ," 17,026.36 ", 3.26 ," 10,730.12 ", 0.18 , 7.95 , 0.69 , 0.58 , -   , 0.27 , 0.03 , -   , 1.20 , (0.17), 0.32 , 0.92 , 0.87 , (3.01), (4.70), (0.16), 0.03 , -   
" 4,393.00 "," 351,376.61 "," 88,694.38 "," 300,594.10 ", 0.52 , 0.26 , 0.78 , 1.39 , 0.92 , 1.40 , 0.78 , 0.52 , 2.05 , 0.70 ," 41,752.44 ", 4.53 ," 32,670.79 ", 0.38 , 18.64 , 9.47 , 1.77 , 151.64 , 0.28 , 0.23 , 0.15 , 0.06 , 4.08 , 7.40 , 20.05 , 25.49 , 158.61 , 100.06 , 21.57 , 0.02 , -   
" 4,394.00 "," 283,455.08 "," 22,429.16 "," 300,594.10 ", (0.16), 0.09 , 1.63 , 1.41 , 0.97 , 2.07 , 2.25 , (0.61), 3.25 , 1.71 ," 61,458.03 ", 33.50 ," 53,506.47 ", 0.48 , 5.01 , 71.28 , 1.98 , 92.98 , 0.49 , 0.52 , 9.27 , -   , 1.92 , 0.66 , 1.21 , 1.24 , (1.44), (18.31), (0.44), 0.02 , -   
" 4,395.00 "," 14,542.53 "," 1,897.29 "," 31,555.85 ", 0.05 , 0.02 , 1.40 , 1.46 , 0.93 , 1.78 , 1.68 , 0.13 , 1.45 , 1.57 , 685.38 , (1.51), 379.24 , 0.21 , 3.35 , 238.64 , 1.75 , -   , 0.21 , -   , -   , 0.00 , 0.89 , 0.06 , (0.19), (0.25), (0.60), (0.39), (0.53), 0.01 , -   
" 4,396.00 "," 24,148.71 "," 4,407.06 "," 17,993.33 ", 0.06 , 0.01 , 0.32 , 0.86 , 0.90 , 1.09 , 0.57 , 0.10 , 1.68 , 0.53 , 222.18 , (0.03)," (5,716.70)", 0.13 , 8.15 , 124.56 , 1.22 , 37.62 , 0.06 , -   , -   , 0.09 , (0.03), 0.17 , 0.29 , 0.29 , 0.59 , 2.08 , (1.24), 0.00 , -   
" 4,397.00 "," 93,412.33 "," 160,271.28 "," 34,529.48 ", 0.09 , 0.31 , 2.74 , 1.30 , 0.42 , 2.11 , 3.48 , 0.25 , 1.51 , 2.64 ," 19,493.65 ", 11.19 ," 35,329.84 ", 0.38 , 1.38 , 0.55 , 1.05 , -   , 0.57 , 0.41 , -   , (0.97), 41.60 , 48.00 , 3.71 , 3.40 , 8.14 , 10.82 , 4.45 , 0.07 , -   
" 4,399.00 "," 4,347.38 ", 32.43 ," 11,249.14 ", 0.23 , 0.15 , 1.49 , 1.81 , 0.94 , 2.08 , 1.81 , 0.43 , 3.08 , 1.76 ," 12,034.96 ", 5.13 ," 3,535.45 ", 0.40 , 0.99 , 178.77 , 2.90 , -   , -   , -   , 0.39 , -   , 1.10 , 43.14 , 30.37 , 30.34 , 2.54 , 5.64 , 0.87 , 0.00 , -   
" 4,400.00 "," 3,374.63 ", 32.43 ," 5,981.79 ", (0.08), (0.08), 2.11 , 2.60 , 0.98 , 2.32 , 2.14 , (0.53), 2.35 , 2.15 ," 2,782.76 ", 2.96 ," 1,268.28 ", 0.46 , 4.13 , 49.28 , 1.45 , -   , 0.03 , -   , -   , (0.19), 0.15 , (0.54), (0.25), (0.25), (9.49), (20.06), (1.70), 0.01 , -   
" 4,401.00 "," 12,828.61 "," 3,782.56 "," 7,395.15 ", 0.13 , 0.11 , 1.25 , 1.95 , 0.88 , 1.80 , 1.21 , 0.20 , 1.93 , 1.25 ," 7,799.98 ", 1.68 ," 10,523.34 ", 0.33 , 21.24 , 67.37 , 1.04 , -   , -   , -   , -   , (4.38), 1.45 , 3.25 , 3.52 , 3.11 , 16.97 , 5.48 , 1.08 , 0.01 , -   
" 4,402.00 "," 21,447.75 "," 17,247.50 "," 32,713.26 ", 0.29 , 0.29 , 2.14 , 3.38 , 0.65 , 4.61 , 2.63 , 1.35 , 3.06 , 2.63 ," 9,988.71 ", 4.45 ," 17,179.53 ", 0.54 , 1.23 , 2.45 , 1.59 , -   , 0.10 , -   , 9.27 , 0.03 , 41.60 , 87.98 , 104.50 , 101.35 , 12.23 , 53.28 , 1.08 , 0.01 , -   
" 4,403.00 "," 26,103.54 "," 28,584.30 "," 26,110.97 ", 0.53 , 0.22 , 3.21 , 4.22 , 0.92 , 4.61 , 3.58 , 1.65 , 7.01 , 3.44 ," 54,797.01 ", 12.64 ," 45,119.10 ", 0.66 , 0.93 , 15.23 , 1.06 , -   , -   , -   , -   , 0.53 , 41.60 , 52.31 , 66.02 , 59.50 , 158.61 , 223.84 , 44.50 , 0.00 , -   
" 4,404.00 "," 14,462.04 "," 21,648.20 "," 4,030.84 ", (0.12), (0.08), 0.27 , 0.66 , 0.19 , 0.72 , 0.26 , (0.17), 0.75 , 0.19 ," (8,913.97)", (1.85)," (18,243.22)", (0.26), 110.14 , 1.19 , 0.24 ," 1,028.44 ", 0.57 , -   , 0.30 , -   , 0.23 , (0.54), (0.25), (0.25), (9.49), (20.06), (1.70), 0.07 , -   
" 4,405.00 "," 384,939.62 "," 160,271.28 "," 300,594.10 ", 0.03 , (0.02), 1.24 , 1.04 , 0.23 , 1.46 , 1.46 , 0.25 , 1.45 , 1.38 ," 11,233.87 ", (8.01)," 8,653.55 ", 0.10 , 5.55 , 1.49 , 0.64 , -   , -   , 0.16 , -   , -   , (0.84), 0.53 , 1.93 , 2.03 , (0.49), 5.64 , 0.29 , 0.00 , -   
" 4,406.00 "," 4,980.15 ", 32.43 ," 4,274.55 ", 0.17 , 0.13 , 0.93 , 1.08 , 0.71 , 1.16 , 1.06 , 0.53 , 2.31 , 0.95 ," (8,913.97)", (22.90)," (18,243.22)", 0.01 , 55.26 , 31.19 , 1.01 , -   , 0.11 , -   , 2.71 , 5.38 , 6.07 , 10.99 , 10.69 , 13.12 , 10.06 , 53.18 , 2.76 , 0.00 , -   
" 4,408.00 "," 24,333.35 "," 3,563.57 "," 15,248.37 ", 0.31 , (0.01), 0.13 , 0.34 , 0.19 , 0.48 , 0.25 , 1.65 , 0.67 , 0.19 ," (8,913.97)", 9.27 ," (18,243.22)", (0.31), 35.45 , 0.55 , 0.63 , 58.52 , 0.47 , 0.52 , -   , 5.38 , (0.84), (0.54), (0.25), (0.25), 142.78 , 102.87 , 34.33 , 0.03 , -   
" 4,409.00 "," 5,309.36 "," 1,380.10 "," 6,144.48 ", 0.05 , 0.02 , 1.63 , 1.86 , 0.87 , 1.71 , 1.58 , 0.21 , 2.12 , 1.39 ," 6,032.10 ", 8.26 ," 4,365.36 ", 0.27 , 4.32 , 20.38 , 1.60 , -   , -   , -   , (0.27), 0.06 , (0.20), 0.45 , 0.68 , 0.66 , (0.32), 1.32 , 0.09 , 0.00 , -   
" 4,410.00 "," 39,414.92 "," 6,772.51 "," 41,160.22 ", (0.09), (0.08), 2.21 , 2.00 , 0.96 , 1.72 , 1.58 , (0.43), 2.65 , 1.53 ," 23,405.53 ", 33.50 ," 13,750.44 ", 0.31 , 6.05 , 19.10 , 1.93 , -   , 0.10 , -   , -   , -   , 0.33 , (0.54), (0.06), (0.09), (3.09), (1.77), (0.56), 0.01 , -   
" 4,412.00 "," 21,600.62 "," 7,120.62 "," 44,731.91 ", 0.12 , 0.08 , 1.03 , 1.37 , 0.88 , 1.82 , 1.40 , 0.12 , 1.45 , 1.15 , 882.25 , 1.81 ," 1,589.60 ", 0.42 , 2.32 , 47.76 , 2.13 , -   , 0.02 , -   , -   , -   , 0.44 , 2.50 , 2.82 , 3.14 , 8.11 , 15.16 , 1.12 , 0.00 , -   
" 4,413.00 "," 215,452.54 "," 113,438.99 "," 68,577.34 ", 0.02 , 0.13 , 1.06 , 1.48 , 0.19 , 1.92 , 1.35 , 0.02 , 1.87 , 1.57 ," 9,372.16 ", 3.55 ," 8,896.42 ", 0.30 , 12.75 , 1.28 , 0.36 , 147.76 , 0.57 , 0.52 , 4.71 , -   , 3.52 , 2.05 , 2.21 , 2.08 , 44.42 , 28.12 , 34.44 , 0.07 , -   
" 4,414.00 "," 42,012.19 "," 78,752.73 "," 2,626.35 ", 0.12 , (0.08), 1.19 , 1.50 , 0.19 , 2.30 , 1.59 , 0.60 , 3.02 , 1.37 ," 15,867.38 ", 4.04 ," 12,247.52 ", 0.16 , 6.48 , 1.46 , 0.24 , 78.44 , 0.13 , 0.42 , 1.74 , 0.05 , 0.19 , 0.09 , 0.24 , 0.24 , 5.80 , 26.71 , 5.99 , 0.06 , -   
" 4,416.00 "," 172,400.31 "," 51,826.14 "," 147,844.78 ", (0.10), (0.03), 0.17 , 1.01 , 0.47 , 1.39 , 0.58 , (0.08), 1.09 , 0.42 ," 9,271.86 ", 4.28 ," 11,138.58 ", 0.13 , 81.12 , 1.25 , 0.92 , 19.07 , 0.33 , 0.01 , 4.04 , -   , 1.25 , (0.54), 0.17 , 0.17 , 1.61 , 7.25 , 0.32 , 0.01 , -   
" 4,418.00 "," 384,939.62 "," 89,947.69 "," 300,594.10 ", 0.21 , 0.19 , 0.53 , 0.81 , 0.85 , 0.90 , 0.67 , 0.32 , 1.27 , 0.63 ," 25,444.80 ", (0.03)," 7,164.82 ", (0.00), 15.68 , 14.23 , 1.60 , 15.23 , 0.16 , 0.07 , 0.93 , 5.38 , 0.65 , 3.18 , 2.51 , 2.58 , 6.94 , 29.35 , 0.46 , 0.00 , -   
" 4,419.00 "," 34,402.06 "," 5,685.05 "," 13,415.47 ", 0.15 , (0.06), 1.56 , 3.77 , 0.91 , 4.61 , 2.21 , 0.51 , 5.17 , 1.69 ," 61,458.03 ", 1.67 ," 53,506.47 ", 0.66 , 112.20 , 0.55 , 0.24 , -   , 0.57 , 0.52 , 9.27 , 0.08 , 0.12 , 0.14 , 0.33 , 0.33 , 38.17 , 33.28 , 3.22 , 0.03 , -   
" 4,420.00 "," 24,044.47 "," 9,028.21 "," 148,148.49 ", 0.05 , 0.09 , 0.88 , 1.36 , 0.98 , 1.65 , 1.13 , (0.04), 1.91 , 1.05 ," 6,061.22 ", 3.22 ," 6,673.16 ", 0.32 , 6.50 , 256.30 , 3.08 , -   , 0.28 , -   , (0.54), (0.66), 4.63 , 0.14 , 0.23 , 0.21 , 1.53 , 6.56 , 0.50 , 0.00 , -   
" 4,421.00 "," 107,036.66 "," 12,170.39 "," 69,914.92 ", 0.08 , 0.05 , 0.28 , 0.91 , 0.72 , 1.11 , 0.48 , 0.14 , 1.33 , 0.40 ," 6,544.53 ", (1.67)," 4,410.99 ", 0.16 , 76.36 , 1.79 , 1.04 , -   , 0.46 , 0.20 , 0.24 , 0.00 , 0.41 , 0.27 , 0.29 , 0.28 , 0.54 , 7.16 , 0.55 , 0.07 , -   
" 4,422.00 "," 30,847.93 "," 103,264.72 "," 27,440.52 ", (0.02), 0.06 , 0.87 , 2.02 , 0.44 , 2.00 , 1.11 , 0.19 , 1.41 , 0.94 ," 7,309.32 ", 2.61 ," 17,615.92 ", 0.29 , 6.08 , 4.06 , 0.84 , 78.38 , 0.17 , -   , -   , -   , 0.82 , 0.91 , 1.56 , 1.86 , 1.04 , 1.48 , 0.06 , 0.01 , -   
" 4,423.00 "," 10,561.86 ", 718.01 ," 6,155.06 ", 0.27 , 0.02 , 1.98 , 1.54 , 0.91 , 1.85 , 2.14 , 1.49 , 1.38 , 1.78 ," (1,645.04)", (4.34), 284.76 , 0.42 , 1.71 , 52.48 , 0.36 , 31.75 , 0.19 , 0.01 , -   , 2.74 , (0.84), (0.18), 0.11 , 0.13 , 0.29 , 0.02 , 0.73 , 0.07 , -   
" 4,424.00 "," 23,675.95 "," 14,354.08 "," 12,150.85 ", 0.09 , 0.04 , 0.87 , 1.71 , 0.19 , 1.58 , 1.05 , 0.22 , 2.11 , 0.97 ," 2,888.92 ", 1.20 ," 3,554.26 ", 0.22 , 7.72 , 0.69 , 0.41 , -   , 0.13 , 0.40 , -   , -   , 0.21 , 1.15 , 0.94 , 0.94 , 86.96 , 95.86 , 44.51 , 0.01 , -   
" 4,425.00 "," 2,037.10 ", 32.43 ," 1,612.70 ", 0.12 , 0.03 , 1.36 , 2.71 , 0.89 , 3.11 , 1.70 , 0.53 , 7.01 , 1.17 ," 2,506.51 ", (12.28), (556.85), 0.48 , 1.48 , 256.30 , 1.20 , -   , -   , -   , (0.54), 2.14 , 3.22 , 0.41 , 0.46 , 0.44 , 7.94 , 13.90 , 1.28 , 0.00 , 1.00 
" 4,426.00 "," 88,730.95 "," 151,223.43 "," 170,180.85 ", (0.16), 0.13 , 2.00 , 2.87 , 0.97 , 4.30 , 2.61 , (0.22), 2.81 , 2.59 ," 56,910.36 ", 2.23 ," 36,080.80 ", 0.60 , 0.93 , 11.05 , 1.31 , 7.99 , -   , -   , 0.10 , -   , 11.55 , 91.00 , 104.50 , 101.35 , 1.23 , 1.53 , (0.30), 0.01 , -   
" 4,427.00 "," 384,939.62 "," 160,271.28 "," 300,594.10 ", (0.02), 0.11 , 0.75 , 0.50 , 0.19 , 0.75 , 0.93 , 0.19 , 1.09 , 0.86 ," 9,726.53 ", 33.50 ," 1,107.42 ", (0.31), 25.19 , 0.55 , 0.74 , -   , 0.20 , 0.31 , 1.94 , (0.05), 7.88 , 49.38 , 60.34 , 55.97 , 33.98 , 22.77 , 27.94 , 0.00 , -   
" 4,428.00 "," 48,598.87 "," 14,584.96 "," 16,517.96 ", (0.09), (0.08), 0.30 , 0.34 , 0.41 , 0.48 , 0.72 , (0.22), 0.97 , 0.54 , 969.44 , 2.47 ," (7,028.96)", (0.31), 2.78 , 1.93 , 0.26 , -   , -   , 0.01 , 0.19 , -   , (0.84), (0.18), 0.19 , 0.19 , (9.49), (3.08), (0.81), 0.03 , -   
" 4,430.00 "," 9,994.71 "," 3,510.77 "," 11,647.94 ", 0.11 , 0.02 , 0.64 , 0.60 , 0.19 , 0.64 , 0.63 , 0.16 , 1.64 , 0.53 ," (8,913.97)", 3.32 ," (18,243.22)", (0.31), 56.28 , 7.83 , 1.89 , -   , 0.01 , 0.17 , 0.91 , -   , 0.46 , 0.41 , 1.94 , 1.71 , (7.85), (0.71), 0.61 , 0.01 , -   
